"result"
"[title]
Дать ответ о корректности работы
[problem]
Корректность системы после обновления сервера ГеоИС
[solution]
Вход в систему осуществлен, ПО установлены"
"[title]
описание файлов во вложении уведомления о планируемом
[problem]
переименовывать вложенные файлы при скачивании
[solution]
Дана консультация, пожелание зафиксировано"
"[title]
по вопросу обновления серверов
[problem]
обновление 4.1
[solution]
обновление согласовано"
"[title]
Ошибка при аутентификации
[problem]
Ошибка при аутентификации
[solution]
Консультация"
"[title]
Размещение документа в ИСОГД. Долинский ГО
[problem]
При попытке разместить документ Проект планировки и межевания территории №1454-па от 26.12.2016 не нет возможности выбрать Том 3, созданный для этого документа
[solution]
В книгах хранения нет тома 3"
"[title]
В карточке ОКС добавить формы для инных показателей. 
[problem]
добавить поля в карточку
[solution]
консультация"
"[title]
Исправление в Систему требований
[problem]
внести изменения в систему требований
[solution]
изменения в систему требований внесены"
"[title]
Настроить редактирование метаданных на 4.2
[problem]
<br>
Настроить редактирование метаданных на 4.2
[solution]
Консультация"
"[title]
Добавление полей в физических таблицах
[problem]
настроить поля для отображения на геосервере
[solution]
пересоздания слоя"
"[title]
FW: скрин ошибка.docx
[problem]
ошибка сохранения
[solution]
ошибка не воспроизвелась"
"[title]
Среднее время предоставления муниципальной услуги
[problem]
как посчитать среднее время предоставления услуги
[solution]
настроена дополнительная таблица "
"[title]
Правильное заполнения карточек
[problem]
добавить обязательные поля
[solution]
Добавлены обязательные поля в карточку субъекта, заявления, разрешения на ввод."
"[title]
Восстановить объект. Поронайский ГО
[problem]
удалить геометрию у объекта
[solution]
объект восстановлен, геометрия удалена"
"[title]
Консультация
[problem]
&lt;Линейка&gt;: сделать точность измерения до см/мм
[solution]
При использовании инструмента «линейка» для измерения расстояний изменен вывод значения с точностью до сотых."
"[title]
Ошибка загрузки
[problem]
Реестр собственности не открывается
[solution]
поправили, реестр собственности открывается"
"[title]
длина поля name справочника балансодержатель разная в гис и мап2
[problem]
справочник балансодержатель , длина ""name ""- 70, в гисе длина строки больше. В гис наименование полное прописано, а в map2 не дает заполнить
[solution]
консультация "
"[title]
Ошибка при проливки метаданных на map2
[problem]
не загружаются метаданные через конфигуратор
[solution]
ошибка не воспроизвелась"
"[title]
Подписываю ЭЦП документы, а во вложении их нет
[problem]
Не прикрепляется файл во вложение после согласования.
[solution]
Ошибка исправлена"
"[title]
Импортер мар2
[problem]
В импортере для мар2, для слоя видеонаблюдение отсутствую поля
[solution]
Консультация"
"[title]
 согласовала документ, документ не отобразился во вложении
[problem]
После согласования документ не отображается во вложении
[solution]
Код был поправлен чтобы он явным образом брал именно файл, а не то что база ему отдаст первым."
"[title]
Резервное копирование
[problem]
Резервное копирование базы данных в автоматическом режиме не сработало
[solution]
Проверка создания бэкапов"
"[title]
очистить слой от данных
[problem]
удалить данные из слоя
[solution]
Удаление дублей из логов в таблиц и изменения статуса у записей"
"[title]
Уведомление об окончании строительства  - связать карточку с объектом строительства, то выходит ошибка
[problem]
При связи уведомления и объекта строительства  возникает ошибка
[solution]
Добавлены множественная связь в уведомлениях"
"[title]
GIS . Нет доступа к папкам в разделе ""Документы""
[problem]
Нет доступа к папкам в разделе ""Документы""
[solution]
доступ к документам есть (добавлены права)"
"[title]
Создать слой для минстроя
[problem]
создать слой
[solution]
создан слой ""Объекты строительства"""
"[title]
заявки
[problem]
вернуть, что бы на портале было видно заявки друг друга, а не только свои
[solution]
права настроены"
"[title]
Ошибка при добавлении объекта строительства в карточку Уведомления об окончании
[problem]
При связи карточек возникает ошибка
[solution]
Добавлены множественные связи для карточек"
"[title]
Александровск-Сахалинский. Ошибка при размещении документа в ИСОГД
[problem]
при размещении документа в ИСОГД ошибка
[solution]
добавлены права"
"[title]
Снова проблема с размещением документов
[problem]
При попытке нажать ""Разместить в ИСОГД"" возникает ошибка
[solution]
Документы размещаются"
"[title]
консультация
[problem]
консультация по добавлению данных в слой
[solution]
консультация как вносить данные в слой. слой в карте был не загружен."
"[title]
создать слой
[problem]
нужен слой, на котором будут отображаться многоквартирные дома. на карте должно отображаться: номер РС, адрес, застройщик
[solution]
Внесли изменения в Действующие стройки с многоквартирными домами: если РС связано с объектом строительства жилищного фонда, где тип объекта ""Многоквартирные жилые дома"" или ""Многоквартирные жилые дома с помещениями общественного назначения"", то данные отображаются на карте. Если связь с объектом строительства жилищного фонда отсутствует, то в Наименовании объекта Разрешения на строительства должно содержаться слово ""многоквартир""."
"[title]
Выключение растровых слоев в ПН
[problem]
Не работает выключение растров из панели навигации
[solution]
Исправлено в релизе 4.43"
"[title]
Актуализация схемы
[problem]
Предоставление схемы построения сети (серверные ресурсы)
[solution]
Предоставление схемы"
"[title]
FW: Результаты сканирования ГИС ГеоИС
[problem]
Поиск и устранение уязвимостей в ГеоИС
[solution]
Направлено письмо "
"[title]
Консультация: вывод системного ИД в панель представления
[problem]
вывод системного ИД в панель представления
[solution]
Консультация по настройке панели представления"
"[title]
загрузка объектов
[problem]
загрузить ЗОУИТ
[solution]
опубликованы каталоги, загружены данные"
"[title]
Добавление карт в map (портал)
[problem]
Консультация: добавление карт на портал
[solution]
Консультация по работе с панелью администратора (портал)"
"[title]
учитывать объекты из град. документации при построении ГПЗУ
[problem]
хотим сформировать ГПЗУ чтобы учитывались объекты из градостроительной документации, такие как, например, Водоохранная зона, Иные зоны, Прибрежная защитная полоса
[solution]
добавлен новый каталог ""Зоны особого регулирования"" для занесения зон"
"[title]
Не скачивается отчёт при формировании СРЗУ граф часть
[problem]
Не скачивается отчёт при формировании СРЗУ
[solution]
Некорректная геометрия"
"[title]
Создать слой
[problem]
создать слой ""Пункты экстренной связи с 112"" (Видео наблюдение)
[solution]
Создание и опубликование слоя на map2 и карты map"
"[title]
Произошла ошибка при  открытии карты
[problem]
ошибка при открытии карты
[solution]
ошибка исправлена"
"[title]
ошибки при мпорте
[problem]
Ошибка при импорте: ""23502: null value in column ""key"" violates not-null constraint""
[solution]
ошибки импорта устранены"
"[title]
удаленные сервера 4.1 и 4.2
[problem]
медленная работа удаленных серверов
[solution]
не воспроизводится"
"[title]
Нет кнопки ""Разместить в ИСОГД"" в 10 разделе
[problem]
нет кнопки ""Разместить в ИСОГД"" у документов в 10 разделе
[solution]
Ошибка исправлена"
"[title]
Запрос информации
[problem]
Консультация: публикация данных с дронов в ГеоИС
[solution]
Консультация"
"[title]
Загрузить набор данных ГП Поронайск
[problem]
загрузить векторный набор данных ГП к Поронайскому МО
[solution]
данные загружены"
"[title]
Ошибка при импорте данных через веб-импортер. Корсаков ПП в границах улиц Комсом-Гвардейской
[problem]
Ошибка при импорте данных через веб-импортер (Корсаков ПП)
[solution]
ПП загружен"
"[title]
консультация - map2, можно ли в слой Земельные участки(существующие) добавить новые поля
[problem]
map2, можно ли в слой Земельные участки(существующие) добавить новые поля
[solution]
консультация"
"[title]
Внесение изменений в формы заявлений на РПГУ (изменения в РС + дополнения по всем формам)
[problem]
внести изменения в формы заявлений
[solution]
​По согласованию с ГУИТ, данные работы перенесены на первый квартал 2021 года"
"[title]
тематическая карта/2гис
[problem]
как настроить карту 2гис на map2?
[solution]
слои подключены"
"[title]
Списки регламентов
[problem]
Поиск в поле карточки. Результат поиска выдает дублирующиеся значения.
[solution]
ошибка исправлена"
"[title]
заявление № GUS32020710008557098, не сработала кнопка ""отправить""
[problem]
заявление № GUS32020710008557098, не сработала кнопка ""отправить"" при отправки документов в личный кабинет РПГУ
[solution]
Ошибка исправлена"
"[title]
Отредактировать бланки документов
[problem]
отредактировать шаблоны отчетов РС, РВ, ГПЗУ
[solution]
отчеты отредактированы"
"[title]
Площадь (иная) Южно-Курильск
[problem]
подкорректировать отчет РС (общая площадь)
[solution]
Показатель Общая площадь исправлен"
"[title]
Шифр (Южно-Курильск)
[problem]
добавить шифр проекта в РС
[solution]
Шифр добавлен"
"[title]
Разрешение на строительство (Южно-Курильск)
[problem]
проконсультировать по отчету РС
[solution]
консультация по заполнению отчета РС предоставлена"
"[title]
ГПЗУ. Местоположение (Южно-Курильск)
[problem]
ГПЗУ: раздел ""Местоположение земельного участка"" не заполняется
[solution]
Консультация"
"[title]
Услуга по уведомлению на ИЖС 
[problem]
можно ли добавить услугу по ИЖС
[solution]
консультация"
"[title]
Запрос информации по сервисам
[problem]
для чего нужны перечисленные сервисы?
[solution]
консультация"
"[title]
Прошу поправить легенду Корсаков ПП Соловьевка
[problem]
Прошу поправить легенду Корсаков ПП Соловьевка
[solution]
легенда поправлена"
"[title]
Очень медленно формируется графический отчет, доходит до 89 процентов и пишет, что произошла ошибка, либо просто вылетает из программы, приходится создавать новый, но все происходит тоже самое. Прошу разобраться , помочь и исправить эту ситуацию.
[problem]
Формирование графического отчёта зависает (чаще всего на 90%)
[solution]
Обновление МГИС"
"[title]
Нет кнопки ""ИСОГД""
[problem]
нет кнопки ""ИСОГД"" в карточке решения о присвоении адреса
[solution]
ошибка исправлена"
"[title]
Населенный пункт, присвоение адреса
[problem]
Консультация по созданию объекта
[solution]
Дана консультация, настроены права"
"[title]
Аттестация серверов
[problem]
Озвучено по телефону: ""Хотим развернуть самую новую версию CentOS. Совместимо ли Ваше ПО с версиями CentOS выше 7.6.1810 и с какими проблемами мы можем столкнуться после установки"".
[solution]
Озвучено по телефону: ""Geometa поддерживает всю релизную линейку CentOS 7.6. 8-я версия тестирование не проходила. Могут возникнуть сложности с аттестацией сервера""."
"[title]
Новая версия ИАС УГРТ. Добавить колонки в панель представления
[problem]
Добавление колонок в панель представления
[solution]
Колонки в панель представления добавлены. Заявка закрыта по неответу"
"[title]
Прошу проверить данные на соответствие системе требований
[problem]
проверить данные на соответствие системы требований
[solution]
данные проверены, отчет предоставлен"
"[title]
Не прорисовываются фрагменты карты
[problem]
Некорректное отображение слоя
[solution]
Дана консультация Р. Омаровым"
"[title]
FW: ошибка
[problem]
РС и ПП не регистрируются в исогд
[solution]
РС и ПП создаются и регистрируются без ошибок"
"[title]
Косметическое улучшение
[problem]
 в случае если на карте выделен какой-нибудь объект, то выделять (например, <strong>жирным</strong>) его слой в списке загруженных слоёв.
[solution]
Не реализовано"
"[title]
Прошу создать КАТАЛОГ со слоем
[problem]
создать КАТАЛОГ ""Министерство инвестиций"" со слоем ""Индустриальные парки""
[solution]
Создание и публикация слоя"
"[title]
Состав единого землепользования
[problem]
В карточке земельного участка поле ""Состав единого землепользования"" переименовать в ""Единое землепользование""
[solution]
наименование поля исправлено"
"[title]
gmproj
[problem]
где взять метаданые
[solution]
метаданные предоставлены"
"[title]
В карточке субъекта не отображаются заявления
[problem]
в карточке субъекта не отображаются заявления ИЖС
[solution]
в карточке субъекта заявления ИЖС отображаются"
"[title]
Замечания к форме РС
[problem]
откорректировать шаблон РС и растиражировать на все МО
[solution]
Шаблон РС откорректирован и растиражирован на все МО"
"[title]
Консультация
[problem]
Как сделать жесткую перезагрузку, помощь в поиске документа
[solution]
Дана консультация, сделана жесткая перезагрузка"
"[title]
Портал ГИСОГД
[problem]
Старые данные на портале ИСОГД
[solution]
Направлена ссылка"
"[title]
Прошу создать КАТАЛОГ ""Министерство транспорта""
[problem]
Помощь в создании слоя
[solution]
Создание слоя, публикация, создание стиля"
"[title]
Создать слой ""Дорожная деятельность""
[problem]
Создать слой ""Дорожная деятельность""
[solution]
Слой создан и опубликован"
"[title]
Слой Мониторинг уборки улиц
[problem]
добавить возможность вложения файлов
[solution]
Добавления вложенных файлов"
"[title]
Скорректировать LT
[problem]
настроить полное наименование
[solution]
полное наименование настроено"
"[title]
СМЭВ 3
[problem]
как подключиться к СМЭВ 3
[solution]
консультация"
"[title]
Консультация по СМЭВ
[problem]
Направить инструкцию как работает межведомственные запросы
[solution]
Настроено межведомственное взаимодействие с использованием СМЭВ"
"[title]
Карта актуальных ДПТ
[problem]
""Земельные участки проектные (ППиМ)"" - в это представление должны попадать те объекты, в инфосете которых указан действующий документ. Но т.к. в описании представления не учитывается тип документа, то в него попадают и те объекты, в наборе данных которых указан утверждённый документ ""Решение о подготовке ДПТ"". Предлагаю учитывать только утверждённые документы следующих типов: 'DocPPMT', 'DocPPTPMTGPZU', 'DocPPT', 'DocPMT', 'DocPMTGPZU', 'Изменение в документ'.<br>
 
[solution]
выходит за камки тп"
"[title]
решение о присвоении аннулирования адреса - нет кнопки ""разместить в ИСОГД""
[problem]
нет кнопки ""Разместить в ИСОГД"" у документов в 10 разделе
[solution]
Ошибка исправлена"
"[title]
Прошу проверить данные по системе требований
[problem]
при проверке проекта на соответствие системе требований программа ругается на идентификатор линейного объекта
[solution]
ошибка не воспроизводится, возможно на сайте не самая актуальная версия системы требований"
"[title]
пропадает заявитель после согласования
[problem]
при конвертации в pdf пропадает заявитель
[solution]
шаблоны исправлены"
"[title]
Не отображается кадастровый номер ЗУ в реестре РВ
[problem]
В реестре разрешений на ввод не отображается кадастровый номер земельного участка 
[solution]
Корректировка вьюшки"
"[title]
Внесение изменений
[problem]
скорректировать отчет
[solution]
Корректировка шаблона"
"[title]
Прошу предоставить название ролей
[problem]
предоставить название ролей
[solution]
Создание ролей"
"[title]
Не доступен https://gis.sakhalin.gov.ru/
[problem]
Установить сертификат
[solution]
Сертификат установлен"
"[title]
роль
[problem]
какую роль нужно добавить на Индустриальные парки (министерство инвестиций) на map2
[solution]
прописаны роли"
"[title]
Прошу добавить функцию вложения файлов для слоя Индустриальные парки
[problem]
добавить функцию вложения файлов для слоя Индустриальные парки
[solution]
добавлена функция вложенного файла в карточке объекта"
"[title]
Роль
[problem]
Необходима роль для Ногликского ГО для ведения раздела «Инженерная инфраструктура»
[solution]
созданы роли EngInfr, TranspInfr"
"[title]
О создании слоя
[problem]
создать слой «Улично-Дорожная сеть»
[solution]
Отменена по просьбе пользователя"
"[title]
Решение о комплексном устойчивом развитии
[problem]
куда размещать ПКР
[solution]
эта модель данных в этом блоке не реализована"
"[title]
Роли MinTransEdit, MinTransView
[problem]
добавить права для пользователей в карточку Автомобильные дороги
[solution]
добавлены права"
"[title]
Консультация
[problem]
Что делать с тестовым документом на согласовании (создали сами)?
[solution]
Дана консультация"
"[title]
Инструкция по созданию пользователя
[problem]
Как посмотреть кто создал учетную запись
[solution]
Консультация (Ни как, можно посмотреть кто создал физическое лицо)"
"[title]
Добавление права на ""Редактирование без удаления""
[problem]
разработать дополнительные права ""На редактирование без удаления"". 
[solution]
Дальнейшее взаимодействие по данному вопросу будет происходить через Наталью вне рамок поддержки."
"[title]
Консультация
[problem]
Вопросы по портам и приложениям (мониторинг, импортер)
[solution]
Дана консультация"
"[title]
Нет доступа к ИСОГД
[problem]
Нет доступа к ИСОГД
[solution]
Настройка часового пояса"
"[title]
ГеоИС (Северо-Курильск)
[problem]
ЗУ не отображается на карте
[solution]
у ЗУ отсутствует геометрия"
"[title]
С-Курильск
[problem]
не размещаются документы в ИСОГД. ошибка исправлена
[solution]
Документ в ИСОГД размещен, проблема устранена. Права пользователю добавлены"
"[title]
Назначить права
[problem]
Не хватает прав пользователю
[solution]
Предоставление прав"
"[title]
Ошибка загрузки объектов из БД
[problem]
Каталог ""Департамент ЖКХ/Ордера на земляные работы(расширенный)"" не загружается.
[solution]
исправлена ошибка загрузки каталога Ордера на земляные работы(расширенный)"
"[title]
Изменение полей карточки ордера
[problem]
В карточке ордера (Реестр ордеров на проведение земляных работ) отобразить поля из карточки контура земляных работ.
[solution]
проект закрыт, неактально"
"[title]
ГПЗУ
[problem]
Старая форма ГПЗУ. Не все данные отображаются в отчете. Не корректно отображается карта в отчете.
[solution]
Форма ГПЗУ новая. Карта отображаетс корректно.<br>
Отчет ГПЗУ и форма его вывода единая на весь регион, Штамп чертежа не утверждается, если необходимо изменить его текущие формат, то нужно обратить в Депстрой для согласования единого штампа для всех МО."
"[title]
Добавление возможности просмотра кто создал пользователя
[problem]
добавить возможность просмотра кто создал пользователя(Логин для входа в ИАС) и Когда создан пользователь.
[solution]
Доработка не планируется к реализации"
"[title]
Письмо от минстроя
[problem]
нужно предоставить уникальный код организаций, предоставляющих услуги из ИСОГД, генерирует ли ИСОГД такие идентификаторы?
[solution]
В ИСОГД такие коды не генерируются"
"[title]
Без темы
[problem]
При корректировке границ в слое ""Предлагаемые границы градостроительного заключения"" границы не сохраняются
[solution]
Дана консультация"
"[title]
не работает фильтр в КМГИС
[problem]
не отрабатывает фильтр. пользователь не уточнил какой, скорее всего Ограничение МДР
[solution]
не уточнили какой фильтр, судя по карте это фильтр Ограничение МДР. он отрабатывает при установлении значения через ""Равно"" "
"[title]
В реестре градостроительных планов не отображается кадастровый
[problem]
В реестре градостроительных планов не отображается кадастровый номер земельного участка. 
[solution]
Скорректирована вьюшка с учетом разделения МД"
"[title]
ЗУ - не отображаются границы с масштаба 2500 и менее 
[problem]
не отображаются границы ЗУ с масштаба 2500 и менее
[solution]
исправлена ошибка отображение объектов"
"[title]
Вопрос по СТ
[problem]
внести изменения в систему требований
[solution]
СТ поправлена"
"[title]
FW: Заявка на полеты.docx
[problem]
создать слой ""Заявка на полеты"" на мап2
[solution]
Слои созданы"
"[title]
Каталог ""Министерство транспорта""
[problem]
не отображаются объекты
[solution]
Настройка карты"
"[title]
FW: Ошибка ИСОГД
[problem]
ошибка при размещении документа в ИСОГД
[solution]
Документ в ИСОГД размещен"
"[title]
Без темы
[problem]
Формирование ГПЗУ
[solution]
Закрыта по неответу"
"[title]
Качество растров. Челябинская область
[problem]
Низкое качество отображения растров
[solution]
не воспроизводится"
"[title]
ошибка в работе ПО
[problem]
Ошибка при построении ГПЗУ
[solution]
ошибка не воспроизводится на нашем стенде "
"[title]
Кэш слоёв Сапфира
[problem]
при обновлении опубликованного запроса Сапфира не происходит сброс кэша на Геосервере
[solution]
не воспроизводится"
"[title]
ошибка печати уведомления
[problem]
При попытке распечатать уведомление ничего не происходит
[solution]
Сетевая проблема, у нас не воспроизводится"
"[title]
Без темы
[problem]
отчет Градостроительный план ЗУ не формируется
[solution]
формирование отчета ГПЗУ восстановлено"
"[title]
Недостаточно прав на просмотр слоя
[problem]
Корректность нетипизированного слоя
[solution]
Откорректировано отображение слоев"
"[title]
Слои для размещения в ГИСОГД и использования в качестве шаблонов по инженерным изысканиям
[problem]
загрузить данные
[solution]
данные загружены"
"[title]
Ошибка веб-импортера
[problem]
ошибка при загрузке данных
[solution]
Откорректированы шаблоны"
"[title]
4.1 завис
[problem]
Машина 4.1 зависла на экране авторизации
[solution]
доступ восстановлен"
"[title]
Запрос информации
[problem]
Консультация по загрузке данных
[solution]
Направлена инструкция"
"[title]
Корректность отображения
[problem]
автомобильные дороги не красятся по цвету. при открытии карты дороги не отображаются
[solution]
Работоспособность слоя восстановлена.Автомобильные дороги по цвету красятся в зависимости от принадлежности (красные или оранжевые)."
"[title]
Консультация
[problem]
Конcультация по OSM
[solution]
Дана консультация"
"[title]
Порты 4.2
[problem]
По каким портам подключение на 4.2
[solution]
доступ восстановлен"
"[title]
Поиск слоя/карты в списке
[problem]
Можно ли искать среди карт/слоёв в приложении
[solution]
Функционал системы не предусматривает поиск карты/слоёв в панели навигации."
"[title]
Ситуационный план
[problem]
Пропал ситуационный план, нужны условные знаки
[solution]
Шаблон восстановлен"
"[title]
Заявителю не пришли файлы
[problem]
Заявителю не пришли файлы
[solution]
Документы по Заявлению с идентификатором GUS32020870081356998 со стороны ИСОГД отправлены успешно"
"[title]
Ошибки при загрузке КПТ
[problem]
Ошибки при загрузке КПТ - произошла ошибка импорта справочника 'GknRefObjStatus' для 'KPT'.
[solution]
ошибки исправлены"
"[title]
ГПЗУ: автоматически уходит результат, Документы отправленные по услуге, отображаются иероглифами в личном кабинете РПГУ.
[problem]
Документы отправленные по услуге, отображаются иероглифами в личном кабинете РПГУ
[solution]
результат услуги с РПГУ уходит в личный кабинет при соблюдении статусов отправки, ошибка не воспроизводится"
"[title]
Дублирование субъекта Физического лица и юр. лица
[problem]
Убрать дубли карточек субъектов
[solution]
Объединены карточки субъектов"
"[title]
Без темы
[problem]
не регистрируются документы в 10 разделе. отсутствует кнопка регистрации
[solution]
ошибка исправлена"
"[title]
ПП и ПМТ
[problem]
при загрузке данных через Импорт в таб данные в ИСОГД не отображаются на карте.
[solution]
данные были в неверной СК. так же проконсультировали как перенести загруженные данные из Объектов импорта в каталог с ПП. выданы необходимые права."
"[title]
Карта тер. зон 
[problem]
не загружаются тер. зоны через веб импортер. тер зоны, которые загрузились не все отображаются на карте.
[solution]
направлена структура данных для того, что бы можно было загрузить их в систему. территориальные зоны раскрашены"
"[title]
Подпись документов в ГИСОГД (Управление градостроительства ДГЗ Администрации г.Тобольска)
[problem]
Не можем ЭЦП подписать разрешение на строительство в ГИСОГД.
[solution]
выдача прав пользователю, рекомендация - проверить установлено ПО КриптоПро CSP 4.0 и плагин."
"[title]
не работает фильтр
[problem]
Не работает функция фильтровать на карте, на слое функциональных зон ГП, и территориальных зон проектные редакции от 28.08.2020
[solution]
функция фильтровать на карте восстановлена"
"[title]
Табличное представление, редактирование статуса
[problem]
ошибка при попытке сменить статус из панели представления
[solution]
ошибка исправлена"
"[title]
Аренда
[problem]
Объекты гос собственности уходят в архив не смотря на актуальную дату.
[solution]
Ошибка исправлена"
"[title]
консультация
[problem]
необходимо сформировать графический отчет с легендой
[solution]
консультация по формированию графического отчета с легендой"
"[title]
Работа поиска в панели представления
[problem]
В разделе 8 ищу документ № 2305 от 03.10.2013.<br>
В окошко поиск вношу значение «03.10.2013» . В результате поиска документа с номером 2305 не найдено.
[solution]
Консультация - поиск в таблице осуществляется по текстовым полям. В текущей ситуации это поле ""Полное наименование"". Рекомендуем осуществлять поиск по конкретному столбцу."
